user;waktu;ulasan;sentimen
lakilaki laku;2 tahun lalu;wisata yang unik dan tidak menguras kantong;Netral
aksis mulyana;2 tahun lalu;Rumayan lah bagus;Positif
Aldi Ramadiansyah;3 tahun lalu;Tempat wisata alam yang sangat2 bagus tapi sayang tidak dikelola dengan baik dari pihak terkait baik dari pemerintah dan dinas pariwisata daerah tersebut sehingga masih banyaknya pungli2 dari warga lokal yang tidak terkordinasi dan kesannya …;Positif
Arief Ardiyanto;2 tahun lalu;Tempat bagus,bagus buat foto2,tapi sayang, adanya pungli dari warga2 sekitar membuat saya merasa kecewa. Tiket masuk 20rb,dapat karcis. Di dalam saat memarkir mobil,didatangi orang,meminta uang parkir sebesar 20rb, saya minta karcis …;Positif
Anis Yuans;5 tahun lalu;Pemandangan gunung kapur yg elok dan indah;Positif
Hallow;2 tahun lalu;Tempat lumayan. Tapi panas dan banyak tukang palaknya;Netral
Bejo Bejan;3 tahun lalu;pemandangan bagus bukit jaddih;Positif
Indra Susanto;5 tahun lalu;Salah satu tempat yang wajib dikunjungi kalo ke Madura;Netral
Sri Wahyuni;4 tahun lalu;Wisata Bukit Jaddih di Bangkalan merupakan tempat penambangan batu kapur dan masih berfungsi di beberapa lokasi. …;Netral
AKHMAD YUSUF;5 tahun lalu;Lumayan. Potensial tapi perlu perbaikan agar bisa jadi tempat wisata yang bagus.;Positif
Saiful;3 tahun lalu;Jalan masuk lokasi terjal bebatuan,hati hati bawah mobil/motor;Netral
Nurul Eliyanti;4 tahun lalu;Tempat ini akan lebih baik kalau kondisi perjalanannya aman sejahtera tanpa khawatir kelangan. Hmm ~;Netral
Suprapto Prapto;setahun lalu;Pemandangan landscap bagus, bisa dikembangkan menjadi kawasan pariwisata yg potensial di Madura. Sayang akses jalan masuk belum memadai;Positif
Wahyu Setyawan;4 tahun lalu;"Pengalaman pertama kesana jalan banyak berdebu karna memang gunung kapur.
Pjalanan mnuju lokasi jalan kurang bagus tidak cocok utk mobil sedan, lbih baik pakai APV. Dan paling saya tdk suka terlalu banyak pungli disana..hampir saya …";Positif
Roshad 015 Chanel;setahun lalu;Barusan siang tadi kesana karena penasaran tapi nyampe sana malah dibikin emosi masih ada punglinya masuk bayar karcis 10rb mau nyampe dilokasi goa putih ada yang narik 10rb lagi tanpa karcis;Negatif
Diya Fitri;4 tahun lalu;Akses dari jalan raya utama cukup jauh, gang masuk belum aspal dan cukup goyang dombr*t. View bagus dan alami, cuma fasilitas umum masih kurang. Dan bisa dikatakan tidak murah. …;Positif
Nur Salim Rozak;5 tahun lalu;Waaaah ini tempat bener bener bagus. Recom banget laah kalau lagi JJ ke madura.  Saran aja jangan pas ujan kalau kesana karena bakal beceek;Positif
Jose Wu;5 tahun lalu;Pemandangan bukit kapur yg menawan, cmn panas nya luar biasa...;Netral
Ahmed Baidlowi;4 tahun lalu;Semoga segera mendapat perhatiaan akses dan pelayanan;Netral
Rudy Prayitno (Rudy SP);5 tahun lalu;Bukit Jaddih menawarkan pemandangan yang berbeda dengan bukit lain dengan warna dominan putih.  Kondisi bukit dalam proses penataan dan pembangunan secara perlahan dan pasti. Beberapa tempat terdapat alat berat. HTM untuk mobil saja 20.000 …;Netral
Edo Renaldi;5 tahun lalu;"Bagus pemandangan dari atas, tapi semakin dikeruk semakin hilang keindahannya

Silau juga";Positif
Herman Darmansjah;setahun lalu;Saat ini tempat wisatanya sdh ditutup karena sdh rusak berat akibat kegiatan penambangan batu putih (kapur) yang masif.. jalan aksesnya sdh rusak juga akibat repetisi beban roda² truk pengangkut batu..;Netral
Arif C. Permana;3 tahun lalu;Wisata alam yg bagus...cuma syg ketika kesana airnya lgi kering...;Positif
Silva Ardianti;4 tahun lalu;Tempatnya bagus instagramable banget,bisa juga untuk foto prewedd;Positif
Santi Nuryani;setahun lalu;"Lokasi tambang batu kapur yg bagus untuk jadi spot foto2.
Tempat masih bersih belum terlalu rame.... Tiket masuk juga murah.";Positif
dauliyatu achsina;3 tahun lalu;Bukit jaddih. Dua kali kesini pertama sekitar tahun 2012. Yang kedua 2019. Banyak yang berubah yang paling utama adalah bentuk garukan tambang. Tapi aku lebih suka yang ini. Saya kasi rating 5 kenapa. Karena bagus banget buat foto. Tapi ada …;Positif
Akhmad Santoso;4 bulan lalu;Tempatnya bagus ......sayang bayarnya mahal;Positif
Ojan Mps;6 bulan lalu;kotor, fasilitas tidak ada, ada maling tapi sempat ketahuan;Negatif
aP Putri;setahun lalu;Kereeen, pinter pinter cari spot foto aja, pasti keren, jalan menuju kesana memang kurang bagus, tapi masih bisa di lewati. Terus ada beberapa kali bayar, tapi ya masih wajar. Semoga tempat ini lebih baik lagi di kembangkan dan di pelihara;Positif
Ikhman Achmad Ayyub;2 tahun lalu;"Jaddih - Riwayatmu kini -
Dari sebuah Bukit kecil indah sampai Hari ini sebagai kawasan yang bahkan menurutku sudah tak layak lagi disebut sebagai sebuah Tempat Wisata. …";Positif
abid aqila;5 tahun lalu;Lokasi bagus cuma belum ada tempat utk anak-anak..hanya berupa tebing;Positif
bunda chaca 13 bahagia;5 tahun lalu;"Pegunungan kapur yang sangat luas.
Masih aktif kegiatan penambangan nya. Untuk menuju ke lokasi disarankan datang dengan rombongan bagi pengendara kendaraan roda dua serta dengan pengawalan …";Netral
Wisnu A.W;5 tahun lalu;"hal positif : bukit kapur buatan indah ada kolam renang, perahu dan berkuda. desain arsiteknya menarik . cocok untuk wisata keluarga.
hal perlu di perhatikan. aktifitas penambangan batu kapur banyak kendaraan …";Positif
A Jun41;setahun lalu;"Tidak ada petunjuk arah ke objek wisata
Bagi orang yg pertama kali ke situ pasti bingung, hanya mengandalkan GPS saja";Netral
dhimas chrisnata;4 tahun lalu;sangat indah .. bila sudah ramai pasti juga bakal terawat lagi dan fasilitas akan lebih banyak lagi;Positif
agunk gunawan;4 bulan lalu;Ini mah asli keren parah view nya;Positif
Muhammad Zaenuri;4 tahun lalu;Wisata alami, pemandangan yang berbeda dibanding dengan lain;Netral
Dodik Wazzt;4 tahun lalu;Bagus Sekali Viewnya..;Positif
gita pu;setahun lalu;Tidak tertata, petunjuk masuk tidak ada, tiket sangat mahal, tidak ada fasilitas yang berfungsi, hanya hanya truck pasir;Negatif
KYUHAR;3 tahun lalu;Tempat Wisata ini Hampir mirip dengan tempat wisata Pantai Pandawa di Bali! ?? …;Netral
FunnyFanGirl Rosu;5 tahun lalu;Bukit kapur ini masih dlm tahap pemahatan dan perluasan tambang...jadi harap hati2 karena banyak kendaraan besar di sekitar lokasi..juga masil belum di koordinir dg baik sbg tempat wisata..jadi utk masuk ke tempat ini ada 3x pembayaran... …;Netral
kholidatul khoiriyah;2 tahun lalu;"Serasa lagi di bukit manaaa gitu. Hehe RT
Padahal di madura.";Netral
Rohmatun Nazila;4 tahun lalu;"Bagus..., tapi agak mendebarkan....
Tidak ada pagar pengaman untuk pengunjung yang berada di atas...";Positif
Ira Luvyra;5 tahun lalu;Bukit Jaddih ini semacam bukit kapur yg masih terdapat penambangan aktif. Sepertinya belum dikelola secara resmi oleh Dinas Pariwisata setempat. Jadi masih banyak pungli. Dan keamanan belum terjamin. Jatuhnya bisa sangat mahal hanya untuk …;Negatif
Supriyadi Jatirejo;2 tahun lalu;Bagus saya suka, cuma ases jl saja perlu diperbaiki;Positif
mahmud dede;3 tahun lalu;Tempatnya bagus, tapi panas banget gak bisa lama-lama, hehhe;Positif
INDAH WULANDARI;5 tahun lalu;Sensasi tambang bukit kapur yg eksotis;Netral
ASIH .Gresik;5 tahun lalu;Indah tapi panas, banyak bayar parkirnya;Positif
mbak iga;4 tahun lalu;Bukit Jaddih adalah bukit kapur yang masih aktif penambangan kapurnya, terletak di madura, desa Jaddih Bangkalan. Wisata ini masih baru dan belum dikelola dengan baik. …;Netral
Dwi Suharyanto;5 tahun lalu;Pemandangannya luar biasa bagus lahan luas ada kolam renang, danau, serta. Gua tetapi setiap masuk ke dalam danau, kolam renang itu bayar di jalan mau masuk aja bayar. Menurut saya itu pungli karena karcisnya gak ada stempel, lambang, atau …;Positif
Tri Alin Arsalaan;setahun lalu;"Tiket masuk kendaraan roda dua 10000 untuk roda empat 25000
Tiket masuk kolam renang untuk kendaraan roda 2 (yang airnya gak bersih) 25000 untuk roda 4 40000+ …";Netral
Tio Arifiadi;5 tahun lalu;Bayar 10 rb tiap mau masuk lebih jauh;Netral
discoverun;9 bulan lalu;tempat yang bagus untuk berwisata;Positif
arif mawan;5 tahun lalu;Musim kemarau sepi, view untuk danau terrible;Netral
nikmatul istikhomah;4 tahun lalu;Wisata alam grand canyon nya Indonesia. Tersedia parkir,cafe, warung kecil, kolam renang, kamar mandi dan lainnya..Namun sayang belum dibangun mushola, yang ada tempat lenggang dengan tikar seadanya numpang di lapak. Pengunjung bisa …;Netral
AP CO;5 tahun lalu;Bagus cuma dikit dikit bayar belok kiri bayar belok kanan bayar masuk sini bayar masuk sana bayar, total abis 60k;Positif
Fud4 M;2 tahun lalu;"- Banyak Pungli, siap siap uang banyak aja
- Tempat wisatanya cuma danaunya, jadi nggak begitu luas, nggak sesuai ekspektasi …";Negatif
achmad Burhanudin;5 tahun lalu;Semakin hari semakin bagus... Hanya sayang pengelolaan retribusinya tidak jelas...;Positif
Manda Bikova sekar;4 tahun lalu;Tempat wisata yang seru, banyak spot selfie, ada banyak fasilitas dari makanan, souvenir, wisata air berupa perahu dayung. Sayang untuk fasilitas toilet masih kurang memadai, padahal biaya yang di minta dari pendatang cukup banyak. Mulai …;Netral
Cimahi_SM Ekstra_Anggih Saeful Khiyar_SM3;4 tahun lalu;Tempatnya dan pemandangannya bagus, kunjungannya menyenagkan. Ada danau juga yang indah;Positif
Dr.NinaNila Periodontist;5 tahun lalu;Panas sekali disini dan debu, jadi jangan lupa bawa topi dan kacamata, boleh juga pakai masker agar tidak menghirup debu. Merupakan tempat penambangan bukit kapur yang masih aktif. Bahkan hari liburpun kendaraan besar dan pekerja tambang …;Netral
Ardiano Fauzy;4 tahun lalu;Pemandangan di bukit Jaddih sungguh luar biasa.  Bukit kapur ditambang, digali dan dibuka, menciptakan lansekap buatan yang cukup indah.  Ada bukit yang nampak memiliki pintu atau jendela.  Ada ruang terbuka yang memiliki kolam.  Ruang …;Positif
johand vahrudin;4 tahun lalu;Suka sekali. Tmptnya indah. Kl ksni jgn lupa pke msker ya. Karena msih bnyak kgiatan jd nya berdebu.;Positif
Anita Novilia Damayanti;3 tahun lalu;"Post: 24 Juli 2020
Tempatnya sih bagus adem sunyi tenang gt, spot fotonya juga kece. Tapi bayarnya itu dimana² baru masuk ditarik 10rb turun ke danau pote 1orang 5rb mau naik ke …";Positif
Sita Syahriski;3 tahun lalu;Pertama kali kesini, pas lagi musim kemarau panjang, jadi tempatnya kering gak ada air sama sekali. Saran saya semoga pihak pengelola menambah tempat sampah di sekitar tempat wisata, karena banyak sekali sampah berserakan yang mengurangi …;Negatif
Traksi Ardi;4 bulan lalu;"Terbaik
Lokasi nyaman
Pelayanan sangat baik dan ramah";Netral
Ahmad Nazori;3 tahun lalu;Akses masuknya sempit, tambang batu kapur masih aktif, jadi jalan berdebu tebal.. Papan petunjuk lokasi resmi pemda belum ada, lokasi bagus, malah ada kolam renang sewa segala.. Buat selfie ok banget, warung warung kopi dan snack/buah lumayan banyak..;Positif
Dobel R;5 tahun lalu;"Lumayan, pemandangannya bagus.
Tapi perlu hati-hati ke sini, jangan naik sepeda motor kecuali grup. Sangat tidak aman, bahkan pada siang hari. Bisa jadi wilayah ini terlalu dikuasai preman, …";Positif
Nita Pietersz;3 tahun lalu;"Panas ya gaes..
Bawa kacamata dan Topi..
Yg perawatan bisa pakai sunblock biar gak kaget.. …";Netral
Zulfi Gunawan;4 tahun lalu;Akses jalan ga terlalu lebar, 2 mobil udah mepet. Kalo udah deket lokasi bakal ngebul debu dari batu gamping. Terakhir ke sana waktu 15 Juli 2018 dan masih ada renovasi untuk memperindah kawasan wisata dan melengkapi fasilitas yang dibutuhkan seperti lahan parkir dan jumlah warung jajanan.;Positif
Indra Prasetyo;5 tahun lalu;Tempatnya keren,cocok buat hunting,apalagi pas cuaca cerah,pantulan cahaya matahari akan memantul dari bukit kapurnya sehingga ambil gambar dimanapun oke. Perlu bawa pelindung matahari aja karena saat cuaca terik akan terasa panas tetapi …;Positif
Chintya Febriyanti;5 tahun lalu;Nice place dengan harga yg murah. Hati2 sama debunya ya;Positif
dwi yanto;5 tahun lalu;Ya begitulah.. Soso..  Panas dan berdebu.   Yg bawa mobil siap2 nyuciin;Netral
Mas Resa;5 tahun lalu;Wisata alam untuk mengisi liburan;Netral
Andini;5 tahun lalu;Tempatnya keren, banyak spot foto;Positif
Agus Budi Santoso;4 tahun lalu;"Perbukitan kapur yg sangat eksotis??tapi sayang tdk di dukung oleh tempat istirahat yg nyaman, tdk ada tenda"" yg nyaman, hny ada beberapa warung"" kakilima, padahal restribusi sudah lumayan lancar, masuk per kepala Rp 5000, parkir Rp 20.000. Semoga makin ditingkatkan kondisi yg sekarang …";Netral
Yogi Dwi Prasetyo;5 tahun lalu;Bukit jaddih terletak tidak jauh dari jembatan Suramadu, hanya berjarak sekitar 16 km. Jadi bila anda jauh-jauh dari daerah anda untuk merasakan sensasi jembatan suramadu, alangkah ruginya bila anda tidak sekalian mampir ke bukit Jaddih. …;Netral
Quenyan Warrior;4 tahun lalu;"Mengesankan, lebih bagus dibanding tebing breksi Yogjakarta.
Dana yang harus dikeluarkan, sbg berikut:
1. Ketika melewati jalan tujuan, akan ada kotak sumbangan sukarela. Beri …";Positif
Masday Wulan;4 tahun lalu;Bukan hanya melihat pahatan kapur saja, kita juga bisa melihat bukit bukit yang hijau dan indah disekitar sana. Ditengah tengah bongkahan kapur tersebut terdapat seperti danau yang diberi nama aeng goweh pote. Mata air itu muncul dari …;Positif
Budi Suryawan;2 tahun lalu;Tempat cukup bersih dan menarik, tapi sayangnya kebanyakan pungutan masuk, pertama mau masuk lokasi dikenakan 20rb per kendaraan,lalu mau masuk parkir di tarik lagi pungutan 5rb per orang, karena kami ber 4 maka total biaya masuk nya 40rb;Netral
beruang sakti;5 tahun lalu;Bukit ini terbentuk karena aktifitas penambangan kapur pada sebuah bukit kapur yang terjadi puluhan tahun di tempat tersebut, sehingga terbentuklah sebuah panorama mempesona seperti saat ini. Penambangan masih berlangsung sampai sekarang, …;Netral
Alan Putra Firmansyah;5 tahun lalu;Tempatnya panas banget kalo siang, kesini mending sore hari;Netral
CHOTIBUL UMAM;5 tahun lalu;Panas sih, tapi pemandanannya epic.;Netral
erlangga kusumo Widodo;setahun lalu;Eksotis,buat wisata anti mainstream. Kebersihan perlu ditingkatkan. Tdk rekom buat mobil jenis sedan kesini karena medannya bergelombang;Netral
Kudi arto;setahun lalu;Tempat instagrammable. Minusnya adalah jalur ke lokasi dan terdapat beberapa pungutan (unofficial). Potensi berkembang lebih baik lagi.;Netral
Mamik Sorganingsih;4 tahun lalu;Buat foto2 oke sih.. tapi sayang, gak ada tempat sampah disana. Di beberapa titik ada sampah2 yang berserakan, mengurangi keindahan. Udaranya panas tapi ada angin yg semilir. Parkirnya 20k. Tiket masuk per orang 5k.;Positif
Syefira Ramadhani;5 tahun lalu;Tempat wisata nya bagus, apalagi ada mata air nya. Semoga dikelola dengan baik terutama jalan akses ke tempat wisata bisa diperbaiki. Untuk fasilitas yang ada yaitu perahu sampan, kolam renang. Dan semoga nanti ada wisata balon udara kayak …;Positif
Putri Larasati Ayuningtias;4 tahun lalu;Wisata paling dekat dengan jembatan suromadu;Netral
Fredrik Oktovanus Poerba;3 tahun lalu;Wisata bukit jaddih di socah madura,  pemandangan bukit kapurnya sangat indah,  utk berwisata kesini sebaiknya menyediakan topi atau payung jg memakai sepatu,  krn perlu berjalan kaki dg jalan yg naik turun.  Kiranya pemerintah lebih …;Positif
mux mux;4 tahun lalu;Tempatnya bagus, tapi akses kesana jalannya perlu diperbaiki;Positif
RNS Novita;4 tahun lalu;Pemandangan saat sunset sangat bagus, untuk foto foto keren kaya ada salju salju nya gitu, cuma jangan terlalu sore turun nya, karena perjalanan Medan nya masih sangat sepi, jd untuk meminimalisir resiko apapun sebaiknya turun sebelum magrib.;Positif
Wahyu Pramusinto;setahun lalu;"Tempat ini sulit dijangkau karena lokasinya yang jauh dari jalan utama.
Spot foto berupa gunung kapur yang dikeruk dan berlubang membentuk goa yang eksotis. …";Netral
Reza Abraham;4 tahun lalu;Tempat yang bagus buat foto;Positif
esa mariya ajikan;4 tahun lalu;Panas n airnya sudah keruh;Netral
L154 Yn;4 tahun lalu;View nya bagus tapi panas bukit kapur.;Positif
Rohmatulloh;setahun lalu;"Tidak sesuai ekspetasi
Wisatanya tidak seperti dulu lagi";Netral
Diary Denok;2 tahun lalu;"Dari jembatan suramadu tidak jauh krg lebih 30menit sudah sampai.di tahun 2020 saya pergi lagi kesini.
Dan wkt itu danau kering karena musim hujan,masuk wisata dipalak 3x (pungutan …";Netral
Mohammad Aditya Putra;5 bulan lalu;Bagusss;Positif
Mas Tata;4 tahun lalu;Cuaca panas banget n berdebu, bukit ini sebenarnya bukit kapur yang dikelola oleh salah satu perusahaan, karena proses pengambilan yang sudah berbentuk kotak maka bukit ini seperti terpotong terkotak2, kendaraan bisa dibawa naik keatas …;Netral
Rendi S;3 tahun lalu;Panas,bawa payung dan masker ya...;Netral
Desy Tri Susanti;5 tahun lalu;Aksesnya masih kurang, terutama untuk mencapai puncak tebingnya. Belum ada pengaman di sisi sepanjang jalan. Saya sarankan untuk membawa payung dan topi pada siang hari karena amat sangat panas. Jangan lupa juga pake sunblock/sunscreen ya ?? …;Netral
Arie Wirawan;setahun lalu;Airnya hijau lumut, bukan biru. Bnyk banget punglinya. Sampai tujuan hrs bayar pungli 3 kali. Dan danau kotor bnyk sampah.;Negatif
Anselmus Haryo;5 tahun lalu;Katanya panas padahal ngak juga;Netral
Eri Yadi Setiawan;4 tahun lalu;Kerennnn, cuma panas aja kalo sudah siang;Positif
sulastri rianti;4 tahun lalu;Di Bukit jaddih panas jd harus pakai sun block ya gaes...;Netral
Hadi Parliyandi;3 tahun lalu;Bukit tempat penambangan kapur, ada spot foto yang cuma bagus di foto instagram namun tidak cocok untuk ajak keluarga. Ada Goa Pote dan kolam pemandian dibekas penambangan kapur. Masuk lokasi ini cukup banyak pungli dan tidak sesuai dengan …;Positif
Merry Tauho;4 tahun lalu;Sebenarnya tidak pantas diberi bintang. Tempat wisata seharusnya tertata, tidak ada tumpukan2 sampah. Itu hanya tempat penambangan tanah putih, banyak mobil2 pengeruk tanah dan truk. Parahnya lagi, banyak preman pemungut tiket liar (tiket …;Negatif
A ang;5 tahun lalu;untuk pengalaman pemandangan yang bagus disarankan datang saat musim panas, atau peralihan ke musim hujan, kira kira bulan juni sampai desember, karena saat itu rumput rumput telah menguning dan pemandangannya pun tidak kalah dengan bukit …;Positif
KARYA SEJATI;3 tahun lalu;Manusia mencari uang ulet spt itu;Netral
Reno Dewanta;5 tahun lalu;Sangat potensial tapi masih butuh perawatan dan arena permainan;Netral
G_Revitha Febrysanty H_317;2 tahun lalu;"Salah satu wisata alam di Madura yang wajib dikunjungin, tempatnya keren.
Tetapi sayangnya banyak pungli, semoga kedepannya tidak banyak pungli dan lebih aman …";Positif
Widya Permata Sari;3 tahun lalu;Jalan menuju ke tempat ini kecil banget (cukup 1 mobil aja). Untuk menuju ke lokasi, ada sekitar 3 kali bayar uang masuk (ga lebih dari 20rb sih). …;Netral
