user;waktu;sentimen;lokasi;ulasan
lupita sari;4 tahun lalu;Positif;Bukit Jaddhih;Bagus sihh view nya, tapi banyak banget bayar bayar di setiap tempat
Anvi Ridatus;9 bulan lalu;Positif;Bukit Jaddhih;Tempat bagus, culture date bisa kali ya hehe, cuman kalo siang hari panas bet ampe memicing ini mata
Devit Wahid Subekti;5 tahun lalu;Positif;Bukit Jaddhih;"Tempat wisata yang keren..
Tapi terlalu banyak pos pembayaran tiket"
Fierna Tri Rachmadhevy;5 tahun lalu;Negatif;Bukit Jaddhih;Tempat nya gersang disini jd usahakan bawa masker, danau nya ternyata warna ijo bukan biruuu
Dian Widyaningtyas;setahun lalu;Positif;Bukit Jaddhih;Nggak secantik dulu
Kezia Tan;3 tahun lalu;Positif;Bukit Jaddhih;Pemandangannya bagus kok di sana. Tempatnya instagram-able juga. Tapi sayang banyak pungli dari warga lokal. Pertama disuruh bayar kas kampung 10ribu, di dalem masih harus bayar lagi tiket masuk per orang, setelah di tempat parkir juga …
Etha Dewi;5 tahun lalu;Positif;Bukit Jaddhih;Baguss sih , cuma hati hati aja , bnyak tarikan liar
yudha setya;4 tahun lalu;Positif;Bukit Jaddhih;Sebaiknya bawa kacamata hitam, guna mengurangi silau
Ifsan Dwinanto;5 tahun lalu;Positif;Bukit Jaddhih;Mantap buat selfie n jalan2 murah meriah di pulau madura
beeflow88;5 tahun lalu;Positif;Bukit Jaddhih;Pemandangannya bagus. Walaupun jalannya jelek.
tyan yulistyawan;5 tahun lalu;Positif;Bukit Jaddhih;Hmm....cukup panas...tpi lmayan bagus..
Kang Huda;4 tahun lalu;Positif;Bukit Jaddhih;mantab sekali,,hanya saja wisata ini belum jadi,,mungkin 10 tahun lagi bukit ini akan menjadi bukit yg istimewa
eko genrush;setahun lalu;Negatif;Bukit Jaddhih;Jalannya Jelek banget, sementara bayarnya Masuk Mobil bayar mahal mobil 20rb, Elf/30rb, Bis tanggung/50rb, Bus besar/80rb, kalau di lokasi 5000/pengunjung
arif Irja;2 tahun lalu;Negatif;Bukit Jaddhih;Sptnya sdh tdk semenarik waktu awal2 dibuka ditambah banyaknya yg melakukan pungutan yg tdk resmi, minim sarpras penunjang, kurangnya petunjuk jalan ke tempat wisata dimaksud ditambah pandemi, menjadikannya sepi pengunjung. Kasihan orang2 …
Felicia Kleantha Setiadi;setahun lalu;Positif;Bukit Jaddhih;harga tiket 5000 per org
Dyan Anggraini;4 tahun lalu;Positif;Bukit Jaddhih;Bekas tambang kapur yg jd obyek wisata
Eric Juanto;setahun lalu;Positif;Bukit Jaddhih;"Bukit Jaddih tempat tujuan bersepeda yang bagus, pemandangannya bagus dan rintangan yang menggoda,, disarankan memakai sepeda BMX atau MTB, tidak disarankan menggunakan sepeda lipat karena jalanan yang sangat tidak rata.
Bersepeda agak pagi biar tidak kepanasan"
Heroes Agung;4 tahun lalu;Positif;Bukit Jaddhih;Tempat wisata Bangkalan yg terkenal....
Yayangk Rendhy;5 tahun lalu;Positif;Bukit Jaddhih;Kesana waktu itu sampai lokasi ujan ehh di luar lokasi gak hujan .. jadi foto foto nya gak bisa leluasa  .
Tama Uri Prabowo;5 tahun lalu;Positif;Bukit Jaddhih;"Untuk pemandangannya lumayan bagus. Seperti bukit-bukit yang dibelah. Sekilas mirip grand canyon. Hehe. Tapi ini bukit kapur.
Ada kolam renang. Ada danau airnya warna hijau. Di sini anda bisa naik ""getek"". …"
ADIS ADIS;5 tahun lalu;Positif;Bukit Jaddhih;Bagus untuk foto2. Panas bukan main
Ariza Prawira;5 tahun lalu;Positif;Bukit Jaddhih;Pemandangan bagus, akses ga terawat
Mokhamad Ilham;4 tahun lalu;Positif;Bukit Jaddhih;Good view hanya saja papan petunjuk arah/tempat parkir sangat minim
lakilaki laku;2 tahun lalu;Positif;Bukit Jaddhih;wisata yang unik dan tidak menguras kantong
aksis mulyana;2 tahun lalu;Positif;Bukit Jaddhih;Rumayan lah bagus
Aldi Ramadiansyah;3 tahun lalu;Positif;Bukit Jaddhih;Tempat wisata alam yang sangat2 bagus tapi sayang tidak dikelola dengan baik dari pihak terkait baik dari pemerintah dan dinas pariwisata daerah tersebut sehingga masih banyaknya pungli2 dari warga lokal yang tidak terkordinasi dan kesannya …
Arief Ardiyanto;2 tahun lalu;Positif;Bukit Jaddhih;Tempat bagus,bagus buat foto2,tapi sayang, adanya pungli dari warga2 sekitar membuat saya merasa kecewa. Tiket masuk 20rb,dapat karcis. Di dalam saat memarkir mobil,didatangi orang,meminta uang parkir sebesar 20rb, saya minta karcis …
Anis Yuans;5 tahun lalu;Positif;Bukit Jaddhih;Pemandangan gunung kapur yg elok dan indah
Hallow;2 tahun lalu;Positif;Bukit Jaddhih;Tempat lumayan. Tapi panas dan banyak tukang palaknya
Bejo Bejan;3 tahun lalu;Positif;Bukit Jaddhih;pemandangan bagus bukit jaddih
Indra Susanto;5 tahun lalu;Positif;Bukit Jaddhih;Salah satu tempat yang wajib dikunjungi kalo ke Madura
Sri Wahyuni;4 tahun lalu;Positif;Bukit Jaddhih;Wisata Bukit Jaddih di Bangkalan merupakan tempat penambangan batu kapur dan masih berfungsi di beberapa lokasi. …
AKHMAD YUSUF;5 tahun lalu;Positif;Bukit Jaddhih;Lumayan. Potensial tapi perlu perbaikan agar bisa jadi tempat wisata yang bagus.
Saiful;3 tahun lalu;Positif;Bukit Jaddhih;Jalan masuk lokasi terjal bebatuan,hati hati bawah mobil/motor
Nurul Eliyanti;4 tahun lalu;Positif;Bukit Jaddhih;Tempat ini akan lebih baik kalau kondisi perjalanannya aman sejahtera tanpa khawatir kelangan. Hmm ~
Suprapto Prapto;setahun lalu;Positif;Bukit Jaddhih;Pemandangan landscap bagus, bisa dikembangkan menjadi kawasan pariwisata yg potensial di Madura. Sayang akses jalan masuk belum memadai
Wahyu Setyawan;4 tahun lalu;Positif;Bukit Jaddhih;"Pengalaman pertama kesana jalan banyak berdebu karna memang gunung kapur.
Pjalanan mnuju lokasi jalan kurang bagus tidak cocok utk mobil sedan, lbih baik pakai APV. Dan paling saya tdk suka terlalu banyak pungli disana..hampir saya …"
Roshad 015 Chanel;setahun lalu;Negatif;Bukit Jaddhih;Barusan siang tadi kesana karena penasaran tapi nyampe sana malah dibikin emosi masih ada punglinya masuk bayar karcis 10rb mau nyampe dilokasi goa putih ada yang narik 10rb lagi tanpa karcis
Diya Fitri;4 tahun lalu;Positif;Bukit Jaddhih;Akses dari jalan raya utama cukup jauh, gang masuk belum aspal dan cukup goyang dombr*t. View bagus dan alami, cuma fasilitas umum masih kurang. Dan bisa dikatakan tidak murah. …
Nur Salim Rozak;5 tahun lalu;Positif;Bukit Jaddhih;Waaaah ini tempat bener bener bagus. Recom banget laah kalau lagi JJ ke madura.  Saran aja jangan pas ujan kalau kesana karena bakal beceek
Jose Wu;5 tahun lalu;Positif;Bukit Jaddhih;Pemandangan bukit kapur yg menawan, cmn panas nya luar biasa...
Ahmed Baidlowi;4 tahun lalu;Positif;Bukit Jaddhih;Semoga segera mendapat perhatiaan akses dan pelayanan
Rudy Prayitno (Rudy SP);5 tahun lalu;Positif;Bukit Jaddhih;Bukit Jaddih menawarkan pemandangan yang berbeda dengan bukit lain dengan warna dominan putih.  Kondisi bukit dalam proses penataan dan pembangunan secara perlahan dan pasti. Beberapa tempat terdapat alat berat. HTM untuk mobil saja 20.000 …
Edo Renaldi;5 tahun lalu;Positif;Bukit Jaddhih;"Bagus pemandangan dari atas, tapi semakin dikeruk semakin hilang keindahannya

Silau juga"
Herman Darmansjah;setahun lalu;Negatif;Bukit Jaddhih;Saat ini tempat wisatanya sdh ditutup karena sdh rusak berat akibat kegiatan penambangan batu putih (kapur) yang masif.. jalan aksesnya sdh rusak juga akibat repetisi beban roda² truk pengangkut batu..
Arif C. Permana;3 tahun lalu;Positif;Bukit Jaddhih;Wisata alam yg bagus...cuma syg ketika kesana airnya lgi kering...
Silva Ardianti;4 tahun lalu;Positif;Bukit Jaddhih;Tempatnya bagus instagramable banget,bisa juga untuk foto prewedd
Santi Nuryani;setahun lalu;Positif;Bukit Jaddhih;"Lokasi tambang batu kapur yg bagus untuk jadi spot foto2.
Tempat masih bersih belum terlalu rame.... Tiket masuk juga murah."
dauliyatu achsina;3 tahun lalu;Positif;Bukit Jaddhih;Bukit jaddih. Dua kali kesini pertama sekitar tahun 2012. Yang kedua 2019. Banyak yang berubah yang paling utama adalah bentuk garukan tambang. Tapi aku lebih suka yang ini. Saya kasi rating 5 kenapa. Karena bagus banget buat foto. Tapi ada …
Akhmad Santoso;4 bulan lalu;Positif;Bukit Jaddhih;Tempatnya bagus ......sayang bayarnya mahal
Ojan Mps;6 bulan lalu;Negatif;Bukit Jaddhih;kotor, fasilitas tidak ada, ada maling tapi sempat ketahuan
aP Putri;setahun lalu;Positif;Bukit Jaddhih;Kereeen, pinter pinter cari spot foto aja, pasti keren, jalan menuju kesana memang kurang bagus, tapi masih bisa di lewati. Terus ada beberapa kali bayar, tapi ya masih wajar. Semoga tempat ini lebih baik lagi di kembangkan dan di pelihara
Ikhman Achmad Ayyub;2 tahun lalu;Positif;Bukit Jaddhih;"Jaddih - Riwayatmu kini -
Dari sebuah Bukit kecil indah sampai Hari ini sebagai kawasan yang bahkan menurutku sudah tak layak lagi disebut sebagai sebuah Tempat Wisata. …"
abid aqila;5 tahun lalu;Positif;Bukit Jaddhih;Lokasi bagus cuma belum ada tempat utk anak-anak..hanya berupa tebing
bunda chaca 13 bahagia;5 tahun lalu;Positif;Bukit Jaddhih;"Pegunungan kapur yang sangat luas.
Masih aktif kegiatan penambangan nya. Untuk menuju ke lokasi disarankan datang dengan rombongan bagi pengendara kendaraan roda dua serta dengan pengawalan …"
Wisnu A.W;5 tahun lalu;Positif;Bukit Jaddhih;"hal positif : bukit kapur buatan indah ada kolam renang, perahu dan berkuda. desain arsiteknya menarik . cocok untuk wisata keluarga.
hal perlu di perhatikan. aktifitas penambangan batu kapur banyak kendaraan …"
A Jun41;setahun lalu;Negatif;Bukit Jaddhih;"Tidak ada petunjuk arah ke objek wisata
Bagi orang yg pertama kali ke situ pasti bingung, hanya mengandalkan GPS saja"
dhimas chrisnata;4 tahun lalu;Positif;Bukit Jaddhih;sangat indah .. bila sudah ramai pasti juga bakal terawat lagi dan fasilitas akan lebih banyak lagi
agunk gunawan;4 bulan lalu;Positif;Bukit Jaddhih;Ini mah asli keren parah view nya
Muhammad Zaenuri;4 tahun lalu;Positif;Bukit Jaddhih;Wisata alami, pemandangan yang berbeda dibanding dengan lain
Dodik Wazzt;4 tahun lalu;Positif;Bukit Jaddhih;Bagus Sekali Viewnya..
gita pu;setahun lalu;Negatif;Bukit Jaddhih;Tidak tertata, petunjuk masuk tidak ada, tiket sangat mahal, tidak ada fasilitas yang berfungsi, hanya hanya truck pasir
KYUHAR;3 tahun lalu;Positif;Bukit Jaddhih;Tempat Wisata ini Hampir mirip dengan tempat wisata Pantai Pandawa di Bali! ?? …
FunnyFanGirl Rosu;5 tahun lalu;Positif;Bukit Jaddhih;Bukit kapur ini masih dlm tahap pemahatan dan perluasan tambang...jadi harap hati2 karena banyak kendaraan besar di sekitar lokasi..juga masil belum di koordinir dg baik sbg tempat wisata..jadi utk masuk ke tempat ini ada 3x pembayaran... …
kholidatul khoiriyah;2 tahun lalu;Positif;Bukit Jaddhih;"Serasa lagi di bukit manaaa gitu. Hehe RT
Padahal di madura."
Rohmatun Nazila;4 tahun lalu;Positif;Bukit Jaddhih;"Bagus..., tapi agak mendebarkan....
Tidak ada pagar pengaman untuk pengunjung yang berada di atas..."
Ira Luvyra;5 tahun lalu;Negatif;Bukit Jaddhih;Bukit Jaddih ini semacam bukit kapur yg masih terdapat penambangan aktif. Sepertinya belum dikelola secara resmi oleh Dinas Pariwisata setempat. Jadi masih banyak pungli. Dan keamanan belum terjamin. Jatuhnya bisa sangat mahal hanya untuk …
Supriyadi Jatirejo;2 tahun lalu;Positif;Bukit Jaddhih;Bagus saya suka, cuma ases jl saja perlu diperbaiki
mahmud dede;3 tahun lalu;Positif;Bukit Jaddhih;Tempatnya bagus, tapi panas banget gak bisa lama-lama, hehhe
INDAH WULANDARI;5 tahun lalu;Positif;Bukit Jaddhih;Sensasi tambang bukit kapur yg eksotis
ASIH .Gresik;5 tahun lalu;Positif;Bukit Jaddhih;Indah tapi panas, banyak bayar parkirnya
mbak iga;4 tahun lalu;Positif;Bukit Jaddhih;Bukit Jaddih adalah bukit kapur yang masih aktif penambangan kapurnya, terletak di madura, desa Jaddih Bangkalan. Wisata ini masih baru dan belum dikelola dengan baik. …
Dwi Suharyanto;5 tahun lalu;Positif;Bukit Jaddhih;Pemandangannya luar biasa bagus lahan luas ada kolam renang, danau, serta. Gua tetapi setiap masuk ke dalam danau, kolam renang itu bayar di jalan mau masuk aja bayar. Menurut saya itu pungli karena karcisnya gak ada stempel, lambang, atau …
Tri Alin Arsalaan;setahun lalu;Negatif;Bukit Jaddhih;"Tiket masuk kendaraan roda dua 10000 untuk roda empat 25000
Tiket masuk kolam renang untuk kendaraan roda 2 (yang airnya gak bersih) 25000 untuk roda 4 40000+ …"
Tio Arifiadi;5 tahun lalu;Negatif;Bukit Jaddhih;Bayar 10 rb tiap mau masuk lebih jauh
discoverun;9 bulan lalu;Positif;Bukit Jaddhih;tempat yang bagus untuk berwisata
arif mawan;5 tahun lalu;Positif;Bukit Jaddhih;Musim kemarau sepi, view untuk danau terrible
nikmatul istikhomah;4 tahun lalu;Positif;Bukit Jaddhih;Wisata alam grand canyon nya Indonesia. Tersedia parkir,cafe, warung kecil, kolam renang, kamar mandi dan lainnya..Namun sayang belum dibangun mushola, yang ada tempat lenggang dengan tikar seadanya numpang di lapak. Pengunjung bisa …
AP CO;5 tahun lalu;Positif;Bukit Jaddhih;Bagus cuma dikit dikit bayar belok kiri bayar belok kanan bayar masuk sini bayar masuk sana bayar, total abis 60k
Fud4 M;2 tahun lalu;Negatif;Bukit Jaddhih;"- Banyak Pungli, siap siap uang banyak aja
- Tempat wisatanya cuma danaunya, jadi nggak begitu luas, nggak sesuai ekspektasi …"
achmad Burhanudin;5 tahun lalu;Positif;Bukit Jaddhih;Semakin hari semakin bagus... Hanya sayang pengelolaan retribusinya tidak jelas...
Manda Bikova sekar;4 tahun lalu;Positif;Bukit Jaddhih;Tempat wisata yang seru, banyak spot selfie, ada banyak fasilitas dari makanan, souvenir, wisata air berupa perahu dayung. Sayang untuk fasilitas toilet masih kurang memadai, padahal biaya yang di minta dari pendatang cukup banyak. Mulai …
Cimahi_SM Ekstra_Anggih Saeful Khiyar_SM3;4 tahun lalu;Positif;Bukit Jaddhih;Tempatnya dan pemandangannya bagus, kunjungannya menyenagkan. Ada danau juga yang indah
Dr.NinaNila Periodontist;5 tahun lalu;Positif;Bukit Jaddhih;Panas sekali disini dan debu, jadi jangan lupa bawa topi dan kacamata, boleh juga pakai masker agar tidak menghirup debu. Merupakan tempat penambangan bukit kapur yang masih aktif. Bahkan hari liburpun kendaraan besar dan pekerja tambang …
Ardiano Fauzy;4 tahun lalu;Positif;Bukit Jaddhih;Pemandangan di bukit Jaddih sungguh luar biasa.  Bukit kapur ditambang, digali dan dibuka, menciptakan lansekap buatan yang cukup indah.  Ada bukit yang nampak memiliki pintu atau jendela.  Ada ruang terbuka yang memiliki kolam.  Ruang …
johand vahrudin;4 tahun lalu;Positif;Bukit Jaddhih;Suka sekali. Tmptnya indah. Kl ksni jgn lupa pke msker ya. Karena msih bnyak kgiatan jd nya berdebu.
Anita Novilia Damayanti;3 tahun lalu;Positif;Bukit Jaddhih;"Post: 24 Juli 2020
Tempatnya sih bagus adem sunyi tenang gt, spot fotonya juga kece. Tapi bayarnya itu dimana² baru masuk ditarik 10rb turun ke danau pote 1orang 5rb mau naik ke …"
Sita Syahriski;3 tahun lalu;Negatif;Bukit Jaddhih;Pertama kali kesini, pas lagi musim kemarau panjang, jadi tempatnya kering gak ada air sama sekali. Saran saya semoga pihak pengelola menambah tempat sampah di sekitar tempat wisata, karena banyak sekali sampah berserakan yang mengurangi …
Traksi Ardi;4 bulan lalu;Positif;Bukit Jaddhih;"Terbaik
Lokasi nyaman
Pelayanan sangat baik dan ramah"
Ahmad Nazori;3 tahun lalu;Positif;Bukit Jaddhih;Akses masuknya sempit, tambang batu kapur masih aktif, jadi jalan berdebu tebal.. Papan petunjuk lokasi resmi pemda belum ada, lokasi bagus, malah ada kolam renang sewa segala.. Buat selfie ok banget, warung warung kopi dan snack/buah lumayan banyak..
Dobel R;5 tahun lalu;Positif;Bukit Jaddhih;"Lumayan, pemandangannya bagus.
Tapi perlu hati-hati ke sini, jangan naik sepeda motor kecuali grup. Sangat tidak aman, bahkan pada siang hari. Bisa jadi wilayah ini terlalu dikuasai preman, …"
Nita Pietersz;3 tahun lalu;Positif;Bukit Jaddhih;"Panas ya gaes..
Bawa kacamata dan Topi..
Yg perawatan bisa pakai sunblock biar gak kaget.. …"
Zulfi Gunawan;4 tahun lalu;Positif;Bukit Jaddhih;Akses jalan ga terlalu lebar, 2 mobil udah mepet. Kalo udah deket lokasi bakal ngebul debu dari batu gamping. Terakhir ke sana waktu 15 Juli 2018 dan masih ada renovasi untuk memperindah kawasan wisata dan melengkapi fasilitas yang dibutuhkan seperti lahan parkir dan jumlah warung jajanan.
Indra Prasetyo;5 tahun lalu;Positif;Bukit Jaddhih;Tempatnya keren,cocok buat hunting,apalagi pas cuaca cerah,pantulan cahaya matahari akan memantul dari bukit kapurnya sehingga ambil gambar dimanapun oke. Perlu bawa pelindung matahari aja karena saat cuaca terik akan terasa panas tetapi …
Chintya Febriyanti;5 tahun lalu;Positif;Bukit Jaddhih;Nice place dengan harga yg murah. Hati2 sama debunya ya
dwi yanto;5 tahun lalu;Negatif;Bukit Jaddhih;Ya begitulah.. Soso..  Panas dan berdebu.   Yg bawa mobil siap2 nyuciin
Mas Resa;5 tahun lalu;Positif;Bukit Jaddhih;Wisata alam untuk mengisi liburan
Andini;5 tahun lalu;Positif;Bukit Jaddhih;Tempatnya keren, banyak spot foto
Agus Budi Santoso;4 tahun lalu;Positif;Bukit Jaddhih;"Perbukitan kapur yg sangat eksotis??tapi sayang tdk di dukung oleh tempat istirahat yg nyaman, tdk ada tenda"" yg nyaman, hny ada beberapa warung"" kakilima, padahal restribusi sudah lumayan lancar, masuk per kepala Rp 5000, parkir Rp 20.000. Semoga makin ditingkatkan kondisi yg sekarang …"
Yogi Dwi Prasetyo;5 tahun lalu;Positif;Bukit Jaddhih;Bukit jaddih terletak tidak jauh dari jembatan Suramadu, hanya berjarak sekitar 16 km. Jadi bila anda jauh-jauh dari daerah anda untuk merasakan sensasi jembatan suramadu, alangkah ruginya bila anda tidak sekalian mampir ke bukit Jaddih. …
Quenyan Warrior;4 tahun lalu;Positif;Bukit Jaddhih;"Mengesankan, lebih bagus dibanding tebing breksi Yogjakarta.
Dana yang harus dikeluarkan, sbg berikut:
1. Ketika melewati jalan tujuan, akan ada kotak sumbangan sukarela. Beri …"
Masday Wulan;4 tahun lalu;Positif;Bukit Jaddhih;Bukan hanya melihat pahatan kapur saja, kita juga bisa melihat bukit bukit yang hijau dan indah disekitar sana. Ditengah tengah bongkahan kapur tersebut terdapat seperti danau yang diberi nama aeng goweh pote. Mata air itu muncul dari …
Budi Suryawan;2 tahun lalu;Positif;Bukit Jaddhih;Tempat cukup bersih dan menarik, tapi sayangnya kebanyakan pungutan masuk, pertama mau masuk lokasi dikenakan 20rb per kendaraan,lalu mau masuk parkir di tarik lagi pungutan 5rb per orang, karena kami ber 4 maka total biaya masuk nya 40rb
beruang sakti;5 tahun lalu;Positif;Bukit Jaddhih;Bukit ini terbentuk karena aktifitas penambangan kapur pada sebuah bukit kapur yang terjadi puluhan tahun di tempat tersebut, sehingga terbentuklah sebuah panorama mempesona seperti saat ini. Penambangan masih berlangsung sampai sekarang, …
Alan Putra Firmansyah;5 tahun lalu;Positif;Bukit Jaddhih;Tempatnya panas banget kalo siang, kesini mending sore hari
CHOTIBUL UMAM;5 tahun lalu;Positif;Bukit Jaddhih;Panas sih, tapi pemandanannya epic.
erlangga kusumo Widodo;setahun lalu;Positif;Bukit Jaddhih;Eksotis,buat wisata anti mainstream. Kebersihan perlu ditingkatkan. Tdk rekom buat mobil jenis sedan kesini karena medannya bergelombang
Kudi arto;setahun lalu;Positif;Bukit Jaddhih;Tempat instagrammable. Minusnya adalah jalur ke lokasi dan terdapat beberapa pungutan (unofficial). Potensi berkembang lebih baik lagi.
Mamik Sorganingsih;4 tahun lalu;Positif;Bukit Jaddhih;Buat foto2 oke sih.. tapi sayang, gak ada tempat sampah disana. Di beberapa titik ada sampah2 yang berserakan, mengurangi keindahan. Udaranya panas tapi ada angin yg semilir. Parkirnya 20k. Tiket masuk per orang 5k.
Syefira Ramadhani;5 tahun lalu;Positif;Bukit Jaddhih;Tempat wisata nya bagus, apalagi ada mata air nya. Semoga dikelola dengan baik terutama jalan akses ke tempat wisata bisa diperbaiki. Untuk fasilitas yang ada yaitu perahu sampan, kolam renang. Dan semoga nanti ada wisata balon udara kayak …
Putri Larasati Ayuningtias;4 tahun lalu;Positif;Bukit Jaddhih;Wisata paling dekat dengan jembatan suromadu
Fredrik Oktovanus Poerba;3 tahun lalu;Positif;Bukit Jaddhih;Wisata bukit jaddih di socah madura,  pemandangan bukit kapurnya sangat indah,  utk berwisata kesini sebaiknya menyediakan topi atau payung jg memakai sepatu,  krn perlu berjalan kaki dg jalan yg naik turun.  Kiranya pemerintah lebih …
mux mux;4 tahun lalu;Positif;Bukit Jaddhih;Tempatnya bagus, tapi akses kesana jalannya perlu diperbaiki
