lokasi;ulasan;sentimen
Bukit Jaddhih;+) di sini Anda akan menjumpai bekas tambang batu kapur yg dijadikan sebagai tempat wisata berupa goa, kolam, dll. bagus untuk sekedar nyari tempat wisata alam yg beda dr yg lain untuk mengisi hari libur Anda …;Positif
Bukit Jaddhih;Bagus..... Dan menyenangkan;Positif
Bukit Jaddhih;Very recommended place to be visited. Tempatnya sangat bagus untuk foto-foto hanya saja cuacanya sangat panas dan terik sehingga sangat disarankan untuk membawa kacamata hitam. Tempat parkirnya pun sangat luas. Terdapat penjual minuman juga untuk menghilangkan dahaga saat panas terik. Setiap spot di Jaddih Hill ini sangat indah.;Positif
Bukit Jaddhih;Area tambang batu kapur yang masih aktif dan masih banyak truk-truk yang lalu lalang sehingga pengunjung harus ekstra hati-hati saat mengendarai kendaraan terutama saat naik ke bagian atas bukit. Disarankan membawa masker dan topi karena banyak debu kapur berterbangan;Negatif
Bukit Jaddhih;"sangat tidak recomended, punglinya terlalu banyak, tempat banyak sampah tidak terawat
mohon maaf harus jujur, kasian yg jauh2 datang malah kecewa";Negatif
Bukit Jaddhih;Cantik ni bukit jadi walaupun belum jadi;Positif
Bukit Jaddhih;Pemandangan bukit kapur yang Indah sekali.. Buat tempat foto-foto juga Bagus.. Pemandangan yang terasa alami.. Jarak tempuh dari Surabaya juga tidak jauh.. Kalo lagi berlibur disana harap bawa payung atau apalah soalnya panas... Semoga …;Positif
Bukit Jaddhih;Tempatnya lumayan panas, tapi bisa cepat teratasi jika mampir di kolam renang yg ada di area Bukit Jadih..murah tiketnya...pemandangan lumayan bagus, perlu penataan lagi...hati2 truk pengangkut batu kapur, waktu kesana..masih ada yg …;Positif
Bukit Jaddhih;Medannya off-road dikit tp alhamdulilah Grandmax bisa diajak kompromi , tempatnya panas sekali maklum bukit kapur , seperti di tanah suci🤣😁kalau mau ke tanah suci alangkah baiknya coba disini dulu siapa tahu bisa dilanjutkan ke Mekah …;Positif
Bukit Jaddhih;Tempatnya sebetulnya bagus, tapi sayang banyak pungutan, dri awal masuk karcis (dihitung perorang) kalau mau poto di spot yg bagus bayar lagi;Positif
Bukit Jaddhih;"Tidak disarankan apabila googlemap mengambil titik ini, pindahkan titik point ke LAKE BLUE HILL JADDIH atau PEMANDIAN KOLAM RENANG GUA PUTE.
Di titik ini akses jalan sangat sulit dilalui mobil dan banyak orang (memaksa seperti preman) menarik biaya 5rb-30rb dibeberapa titik jalan.. -_-";Positif
Bukit Jaddhih;Bukit Jaddih Madura lengkapnya lebih banyak dikenal dengan Bukit Kapur Jaddih, namun sebagian besar orang lebih suka menyebutnya Bukit Jaddih saja. Bukit ini sebenarnya adalah sebuah penambangan batu kapur putih, dan bukan sebagai tujuan …;Positif
Bukit Jaddhih;tempat ini sudah dan dalam banyak perbaikan, gak pas kalo kesini siang2 karena panas, tp kalo beruntung kaya saya banyak sepoi2 angin bagus tempate sebener e cuma pengelolaan yang kurang yes;Positif
Bukit Jaddhih;Wow.....keren....saya sukaaa...banyak tempat yang bisa di jadikan spot foto. Serasa berada di italia. Keren, nature, dan terjangkau. Mungkin mohon lebih menimbnag aspek keamanan ya, karena berdampingan dengan area tambnag gamping. Sebelum …;Positif
Bukit Jaddhih;Bagus..  Tapi panasnya poll;Positif
Bukit Jaddhih;"Semua tmpt parkir bayarnya maksimal..
Kirain di awal byr jaddih hill sbsr 20rb sdh tmasuk smua daerah skitar.. krn tulisannya goa pote jg.. eh tyta cm parkir dan numpang liat dr atas.. byr jg...
Busetttt";Positif
Bukit Jaddhih;Wisatanya keren, spotnya bagus 😍 tapi penjaganya kurang... Tour guidenya gak ada.. Aksesnya masih blm lancar karena terhalang jalan dan gantian sama truk pengangkut kapurnya ... Tapi salut sama viewnya …;Positif
Bukit Jaddhih;sungguh ini tempat bagus sekali untuk berfoto, tapi sarana dan prasarana perlu diperbaiki dan ditambah, contohnya plang jalan masuk masih seadanya, kemudian jalan masuknya tidak meyakinkan.;Positif
Bukit Jaddhih;"Tempat wisata yang kekinian
Lokasi :
1. Tempatnya masuk ke perdesaan ( penduduk sekitar ramah dan menunjukkan arah …";Positif
Bukit Jaddhih;Sebenarnya bagus tp untuk kendaraan besar dan mobil katanya ada yg menarget(preman) yg ada d kawasan sekitar srbaikknya patkir di dalam.. untuk lokasi sepi dan jarang ada pengunjung.. dilengkapi fasilotas toilet kmar mandi prahu namun …;Positif
Bukit Jaddhih;Disini panas. Banget. Kurang bisa disarankan soalnya masih banyak premannya mintain uang masuk. Ada kalau habis 50000 disini cuma untuk masuk di tempat pertama, kemudian bayar parkir, jalan ke mana dikit bayar lagi bayar lagi. Kurang …;Negatif
Bukit Jaddhih;Saya sudah 2X berkunjung ke tempat ini sangat bagus yang dulu sudah lama danao ada air dikit cukup bagus yang baru danau kering tidak ada air nya tapi ya masih cukup bagus teman sebetul nya di negeri kita ini gak kalah lo dengan luar negeri …;Positif
Bukit Jaddhih;Spot yg luar biasa,hanya tidak ada fasilitas yg memadai dan factor safetynya kurang.kemudian loket karcisnya ngak jelas....semacam pemalakan;Positif
Bukit Jaddhih;Menyenangkan... lokasi danau bagus untuk spot foto, kolam renang ekonomis untuk anak2, saya pribadi menyarankan untuk yg berniat ke lokasi tersebut dengan kendaraan sepeda motor agar memilih rute aman via kota bangkalan - Jl. Soekarno Hatta …;Positif
Bukit Jaddhih;untuk tempatnya sendiri sangat menarik, jarang tempat wisata yang menyuguhkan pemandangan dan experience seperti jaddih hill di madura ini, saya suka sekali dengan lorong lorong bekas penambangan bata putih, langit langit nya sungguh artistik, wajib bawa sunblock kalo musim kemarau.;Positif
Bukit Jaddhih;Hanya bukit kapur saja yg dpt dinikmati, telaganya saat saya berkunjung sdg surut krn musim kemarau, cuma yg paling mengganggu adalah terlalu byk pungli dimana2, setiap mau menuju suatu area selalu ada saja org yg meminta uang, per org …;Negatif
Bukit Jaddhih;halo, review buat kunjungan bukit jaddih, sebenarnya asik sih kalau buat liburan atau sekedar refreshing ya, namun pengelolaan di bukit jaddih ini masih harus ditingkatkan lagi, karena bayar tiket masuknya tiap titik 🙏🙏🙏 …;Negatif
Bukit Jaddhih;Keren lumayan panas hehee;Positif
Bukit Jaddhih;Dikolam gak ada airnya, masih dalam pengembangan yg masih jauh dari kata selesai, bagi pengendara motor hati2 karena jalan tidak rata jadi mudah tergelincir.;Negatif
Bukit Jaddhih;Mending mikir lagi deh kalo mau kesini, beneran banyak punglinya, baru masuk bis udah dimintain duit pas salah belok aja udah dimintain lagi, giliran sampe di depan danaunya dimintain lagi sampe ditungguin padahal posisi kita rombongan yang …;Negatif
Bukit Jaddhih;Masih perlu dikembangkan lagi;Negatif
Bukit Jaddhih;Jalannya masih Rusak,. Maklum masih ada proses penambangan;Negatif
Bukit Jaddhih;Panas... Tapi keren viewnya;Positif
Bukit Jaddhih;Sbtlnya ini tempat pegunungan kapur yg sdh terkikis. Tp lumayan juga jadi objek untuk foto2.. jgn dtg siang. Lbh baik pagi. Krn madura daerah yg panas. Syg sekali jika tmpt ini tdk dimanfaatkan smua spotnya;Negatif
Bukit Jaddhih;Tempatnya bagus banget pemandangannya, tapi ada salah satu orang yg menekan banget untuk membayar perorangan yang biayanya 1 orang 5 ribu;Positif
Bukit Jaddhih;Rekomended banget buat foto prewed;Positif
Bukit Jaddhih;Bekas galian batu putih yg disulap menjadi tempat wisata..indah....Kalau kesana jangan lupa bawa payung krn panasnya minta ampun. Kpd pengelola, akan lbh baik jika parkirnya di koordinir dg lbh baik lg shg tdk terlalu banyak biaya parkir......;Positif
Bukit Jaddhih;tempatnya bagus dan instagrammable, cocok untuk study tour maupun rekreasi bersama keluarga dan teman-teman, masuknya gratis, tersedia banyak spot parkir mobil motor maupun bus, menurut saya lebih baik dan enak jika ke bukit jaddih jam 3-4an sore dikarenakan sudah tidak terlalu panas.;Positif
Bukit Jaddhih;ramai walaupun panas cuacanya tempat luas dan nyaman untuk rekreasi bersama keluarga, ada orang jualan juga dan ramai di akhir pekan kebanyakan yang datang dari luar jawa timur;Positif
Bukit Jaddhih;tempatnya bagus untuk foto tapi sayangnya disana terlalu banyak bayar beda spot pun bayar lagi dan minimnya petunjuk jalan. lebih baik kalau liburan kesana jam 09.00 sampai jam 15.00 aja🙂 …;Positif
Bukit Jaddhih;Kenapa ya kebanyakan tempat wisata di Indonesia tdk dikelola dg baik, salah satunya ya bukit Jaddih ini, bukannya seneng ketempat ini tp yg ada malah kecewa sekaligus geregetan, terutama mslh tarif masuk...bukan masalah besarnya tarif tp …;Negatif
Bukit Jaddhih;kesini pertama kali bareng sama calon istri, dan konon masih rawan begal pada saat itu, tapi entah kenapa pas kesana pakai motor plat jawa tengah malah diajak ngobrol sama (mungkin calon) begal.. ngobrol lokasi pelarian begal madura di kota saya tinggal, dan mereka malah senyum senyum saja.. aman sampai pulang lagi ke surabaya;Positif
Bukit Jaddhih;Teruntuk teman teman yg baru pertama kali datang ke bukit jaddih, banyak keluhan kekecewaan karna hanya itu itu saja pemandangannya, di bagian paling atas ada hamparan semacam sabana hijau cukup luas dan indah yg bisa melihat kota bangkalan keseluruhannya, bisa tanya penduduk setempat bagi yg masih bingung;Positif
Bukit Jaddhih;parkir mahal, tiket masuk anak batita di itung juga, akses jalan sempit sering papasan sama dam truk;Negatif
Bukit Jaddhih;Tempat yang pas untuk berselfie ria.. mungkin perlu pengelolaan yang lebih profesional. Penataan parkir, kamar mandi serta tempat makan jajan. Akses masuk juga masih perlu dibenahi.;Positif
Bukit Jaddhih;Wisata yang cukup potensial di Madura dan dekat Surabaya, akan tetapi belum dikelola secara baik, jadi mohon bisa dikelola melalui pemerintah atau swadaya masyarakat agar bisa lebih baik lagi dan tidak ada pungli.;Negatif
Bukit Jaddhih;Lokasi nya tidak jauh dari jalan tapi jalan dekat lokasi rusak parah. Suasana disini sangat panas. Disarankan membawa alat pelindung seperti topi, kacamata, tabir surya dll. Fasilitas masih kurang memadai. Cek review lagi sebelum berkunjung.;Positif
Air Terjun Toroan;Air terjun yang bagus. Tiket masuk murah sekitar 5 ribu per orang. Air terjunnya jernih, dan langsung berseberangan dengan laut.;Positif
Air Terjun Toroan;"Tempatnya bagus selain air terjun ,diatasnya jg ada rest area.
parkir 5rb+masuk 5rb (hari biasa)";Positif
Air Terjun Toroan;Bagus;Positif
Air Terjun Toroan;Mantap;Positif
Air Terjun Toroan;Pemandangan yg indah, adem pula suasanyanya meskipun pinggir laut. Cuman air terjunya hanya ada ketika musim hujan;Positif
Air Terjun Toroan;tempat wisata yg keren dan recomended bgt buat dikunjungi, apalagi kuliner dan es degannya yg bner2 bisa buat kita move on dari mantan😍 …;Positif
Air Terjun Toroan;Ada restorannya, harga murah, rasa pas aja poin 7. Hati2 ke lokasi air terjunnya, jalan agak licin dusim hujan.;Negatif
Air Terjun Toroan;Karena habis hujan jadi airnya keruh;Negatif
Air Terjun Toroan;Terpantau masih seperti dulu 😅 …;Negatif
Air Terjun Toroan;Pemandangan eksotis pinggir laut;Positif
Air Terjun Toroan;Oke;Positif
Air Terjun Toroan;Indah sekali.. Tempatnya bersih dan sudah dikelola dengan baik. Kesini sewaktu musim kemarau, aliran air terjunnya cukup deras dan benar2 berwarna tosca 😍. Ada cafe ATT yang menyediakan berbagai menu masakan dengan view pantai yang indah, …;Positif
Air Terjun Toroan;Bagussss banget... lokasi nya dari sampang kota sekitar 1.5 jam di tempuh dg mobil. Tiket masuk cuma 5rb/org. Parkir mobil 5rb. Deket sama tempat makan view nya juga bagus. Makanan nya juga enak. Rekomendasi ikan bakar, sama ikan bumbu 3 …;Positif
Air Terjun Toroan;untuk view air terjunnya bagus sekalii;Positif
Air Terjun Toroan;View nya bagus sekali apalagi pas sowrey² 😍😍 …;Positif
Air Terjun Toroan;Spot lokasi wisata yang wajib kita kunjung ketika berkunjung ke pulau Madura;Positif
Air Terjun Toroan;Desa Karang Anyar  Bangkit;Positif
Air Terjun Toroan;2/6/21. Pemandangan di sini bagus karena memadukan air terjun dan laut. Harga tiket masuknya murah, 5k/orang. Tapi perawatan dan pengembangannya kurang. Banyak sampah. Harga parkir juga agak mahal untuk ukuran wisata yang hanya satu obyek, 5k/motor R2. Kalau ada yang mau ditanya, silakan. Jangan lupa like juga.;Positif
Air Terjun Toroan;"07 november 2020
Unik jg air terjun di pinggir laut
Saran saya kalau ingin lihat airnya bagus jernih berkunjung kesini pas musim …";Positif
Air Terjun Toroan;"Wisata air terjun toroan...
Airnya sungai langsung terjun ke laut...
Tempatnya terawat dan bagus dilihatnya... …";Positif
Air Terjun Toroan;Air terjun yang indah dan langsung jatuh di tepi pantai utara Pulau Madura;Positif
Air Terjun Toroan;Viewnya bagus, tempatnya jg nyaman buat family time. Makanannya jg enaak;Positif
Air Terjun Toroan;Tempatnya bagus gaes y, apalagi klo lgi bukan musim penghujan,,, klo lgi musim hujan airnya coklat gk bening gaesss...;Negatif
Air Terjun Toroan;Bagusss sekali... tapi tetap hal yang perlu di perbaiki adalah sampah.. mari kurangi penggunaan plastik. Thanks;Negatif
Air Terjun Toroan;Tempat santai bersama  kelurga dan kerabat. Dengan nuasa alam yang sangat indah dipandang..;Positif
Air Terjun Toroan;"Tempat Yang Indah....😍😍😍
Tapi Kebersihan Sedikit Perlu/Kurang Terjaga...🙏🙏🙏 …";Negatif
Air Terjun Toroan;Pastikan klo mo kesini pas air lgi pasang, lebih keren.;Positif
Air Terjun Toroan;tempatnya bagus...cocok untuk wisata keluarga;Positif
Air Terjun Toroan;Sangat indah, dan cocok banget bagi para wisatawan yang ingin memanjakan mata untuk melihat pemandangan yang sangat indah, karena air terjunnya beda bukan di pegunungan tapi di tepi pantai.;Positif
Air Terjun Toroan;Bagus viewnya, hanya saja tulisan Toroan nya yg dibuat terlalu dekat dengan air terjun, untuj fotografer yg ingin capture air terjun jadi terganggu dengan icon tulisan itu, toilet tersedia;Negatif
Air Terjun Toroan;Emang tak s alami n sbagus yg dulu tp ttp eksotik n nyaman buat bersantai..tiket masuk 5 rb k lokasi air terjun...;Positif
Air Terjun Toroan;Mungkin saya datang di waktu yang salah, karena waktu kesana tempatnya tidak sebagus ekspektasi saya. Juga disana tidak disarankan untuk bermain air, sehingga hanya sekedar objek foto saja;Negatif
Air Terjun Toroan;Air terjun toroan adalan wisata alam Madura yg sangat bagus, namun masih sangat memerlukan sentuhan tangan pofesional dan investor utk pengembangannya yg lebih bagus lagi.;Negatif
Air Terjun Toroan;Bagus buat selfi alami dgn latar airterjun yg keren. Jangan berenang krn dalam sekali;Positif
Air Terjun Toroan;"View nya indah menawan ...
Sayang kurang perawatan .....
Berharap kedepannya air terjun Toroan ini dirawat dengan baik,oleh pemkab maupun  swasta asli daerah.";Negatif
Air Terjun Toroan;Bagus viewnya, sayang sedikit kebersihan air dan pantainya kurang terjaga.;Negatif
Air Terjun Toroan;Harusnya bisa lebih bagus & menarik sayangnya banyak sampah di pantai & air terjunnya;Negatif
Air Terjun Toroan;Panoramanya bagus,  perlu kreativitas utk penambahan area di pantai dan penambahan fasilitas;Positif
Air Terjun Toroan;Bagus banget buat spot foto instagram. Obyeknya bagus & unik;Positif
Air Terjun Toroan;Bagus langsung menjorok ke lautan;Positif
Air Terjun Toroan;Cukup bagus, bisa untuk tempat foto prewedding.;Positif
Air Terjun Toroan;Akan terasa lebih indah ketika menjelang matahari terbenam.;Positif
Air Terjun Toroan;"Cantik ... eksotis
Air terjun air tawar langsung didepan ombak pantai...";Positif
Air Terjun Toroan;Keindahan air terjun yang mengalirr , so beautyfull;Positif
Air Terjun Toroan;Bagus;Positif
Air Terjun Toroan;Bagus musim kemarau airnya bening;Positif
Air Terjun Toroan;pemandangan lautnya jg bagus;Positif
Air Terjun Toroan;Objek wisata yg sangat keren;Positif
Air Terjun Toroan;Pemandangannya indah sekali😘 …;Positif
Air Terjun Toroan;Bagus pemandangan nya;Positif
Air Terjun Toroan;Indah;Positif
Air Terjun Toroan;"Murah meriah
Malah kadang gratis";Positif
Air Terjun Toroan;Bagus pemandangannya;Positif
Air Terjun Toroan;Bagus sayang jauh;Positif
Air Terjun Toroan;Keren Pokoknya... 😎 …;Positif
Air Terjun Toroan;Bagus;Positif
Air Terjun Toroan;Keren;Positif
Air Terjun Toroan;Indah banget;Positif
Air Terjun Toroan;Bagus;Positif
Air Terjun Toroan;Indah;Positif
Air Terjun Toroan;Pemandangan yang indah;Positif
Air Terjun Toroan;Bagus;Positif
Air Terjun Toroan;Bagus;Positif
Air Terjun Toroan;Tempat yang indah;Positif
Air Terjun Toroan;Strategis dan cantik;Positif
Air Terjun Toroan;Pemandangan bagus, masih alami. Perlu lebih banyak mengelola untuk membuat yang terbaik;Negatif
Air Terjun Toroan;Pemandangan bagus saat Matahari berada di Utara;Positif
Air Terjun Toroan;"Dulu lumayan sering ke sini.
Salah satu destinasi paling favorit kalau hendak hunting foto landscape di Pulau Madura. …";Positif
Air Terjun Toroan;"25-10-2021
Tiket masuk 5rb/orang, anak2 free
Batu karang nya sampai hampir ke tengah, air sekitar air terjun agak keruh, tp …";Negatif
Air Terjun Toroan;"Sengkok oreng ketapang cong.. dus nodusih

Sangat TIDAK rekomendasi,. …";Negatif
Air Terjun Toroan;"Secara pemandangan, air terjun ini biasa saja sebenarnya, aku bahkan meragukan kata ""air terjun"" karena tingginya yang cuma beberapa meter saja. Jalan sebentar dari parkiran dan air terjun langsung terlihat, gak butuh treking panjang. …";Negatif
Air Terjun Toroan;Tempatnya nyaman, banyak spot foto nya juga ada tempat parkir buat mobil juga, dan ketika masuk harus turun tangga dulu kaya destinasi wisata biasanya yaaa 💙💙 …;Positif
Air Terjun Toroan;Sudah di kelola dg baik dan bisa jd rujuan wisata anda. Ini adalah hasil gambar yg sy ambil secara pribadi saat bwrkunjung kesini;Positif
