user;lokasi;sentimen;ulasan
Ardhy Brahmana;Bukit Jaddhih;Negatif;Tgl 29/11/2020 saya kesini, cuma lokasi galian kapur. Masuk pertama bayar seikhlas nya, dikasih 5 ribu cemberut mukanya. Masuk kedua bayar 20 ribu. Di dalam parkir mobil 10 ribu. Gk ada yg jual makanan, kl haus laper kudu siap bawa dr rumah. Gk ada musholah sama toilet pun gk ada.
yolanda gunawan;Bukit Jaddhih;Positif;bagus buat foto2. kesana waktu weekend, wah rame banget, parkirnya aja juga susah. tapi okelah terbayar sm pemandangannya
yunaansori;Bukit Jaddhih;Positif;Tempatnya bagus, cocok buat liburan keluarga. Hanya saja disarankan memakai pakaian yang tidak terlalu tebal karena cuaca disana sangat panas. Harga tiket masuk terjangkau dan dikenakan perkepala.
Muhammad Dhika;Bukit Jaddhih;Negatif;"Tempat yang cukup panas kalau berkunjung di siang hari, tetapi banyak juga tersedia kedai jajanan dan minuman. Banyak spot foto yang anti mainstream dan pemandangan yang sangat menarik apabila di sore hari
Sangat menarik bagi orang yang suka foto landscape"
Endroharto yoedono;Bukit Jaddhih;Positif;Saya beri bintang 2 karena sepertinya tempat wisata pemandangan alam gunung Kapur ini tidak lagi ada pengelolaan dari pemerintah daerah setempat, berkesan tak terjaga, terawat dan liar,serta danau yg dl indah utk wisata air, sekarang kering …
Yuvico Setiawan;Bukit Jaddhih;Positif;Bagus banget kalo dibuat prewed nih ?? …
Rendra Stanfordi;Bukit Jaddhih;Positif;view cukup bagus namun perlu ditambahkan atap peneduh agar pengunjung tidak kepanasan di siang hari, juga perlu dibangun pagar2 dan tangga demi keselamatan bersama
sophie aunul;Bukit Jaddhih;Positif;Buat kamu yang suka eksis di medsos tempat ini bisa dijadikan background foto yang keren. Karena ini bukit kapur, sebaiknya kamu pakai sunblock spf tinggi, pakai masker, bawa payung at least pakai topi. anyway.. siap-siap receh karena ada beberapa titik dimana kamu harus bayar 'retribusi' lokal.
Ken;Bukit Jaddhih;Negatif;Hati - hati kalo kesana, banyak begal nya. Kalo bisa kesana rame - rame dan banyak cowoknya. …
RACHMAD AGUNG PRASTYAWAN;Bukit Jaddhih;Negatif;Bukit jaddih ini tidak layak menjadi destinasi wisata jika aksi pungli dari premanisme disekitar masih merajalela dan SANGAT PARAH. bagi yg mau ke wisata jaddih ini mending pikir ulang kalo mau kesana daripada setor uang yg gak ada gunanya.
Sendy Setiawan;Bukit Jaddhih;Negatif;Biasa aja sih.. panas banget. Gk ada apa2 nya
Bayu Fomandika;Bukit Jaddhih;Positif;Sementara masih belum terdapat fasilitas untuk obyek wisata seperti toilet.. Tapi buktinya bagus dan keren
Dsamuel;Bukit Jaddhih;Positif;"Bagus tempatnya tp terlalu banyak ditagih tiket masuk, meski cm 1 org 5rb tp kl tiap kali diminta sama aja
Dan wahana nya cm bisa yg goa pote dan skrng airnya kering ga kyk dlu warna biru …"
Noufal Gaming16;Bukit Jaddhih;Negatif;Baru masuk udah ditarik parkir 20 ribu, tp gk parkir kami berempat terus saja naik, sampai diatas ditarik lagi 20 ribu katanya buat parkir, tp temen saya sudah mberitau kalau udah bayar dan menyodorkan tiketnya yg sudah dibayar waktu masuk, tp orang tersebut tetep minta dibayar. Masak setiap berhenti disuruh bayar ???????? …
Dewi Rahmawati W.P.;Bukit Jaddhih;Positif;Dekat dari suramadu, sangat direkomendasikan untuk datang di pagi hari atau sore hari (karena panas), disayangkan akses jalan menuju tempat wisata yang sebagian bergelombang.
Andri Siregar;Bukit Jaddhih;Positif;Tebing tebing batu kapur yang sangat keren. Sepertinya lokasi ini bekas pengambilan batu kapur untuk digunakan sebagai batu bata. Kalau kesini sebaiknya bawa masker dan kacamata, sebab cuacanya panas dan bayak debu. Dan hati-hati kalau naik keatas tebingnya karena tidak ada pagar pembatas.
Noor Juliadi;Bukit Jaddhih;Positif;Sayang tempatnya ndak terawat dengan baik
Tommy W;Bukit Jaddhih;Positif;Bukit Jaddih ini merupakan bentukan akibat penambangan kapur putih selama bertahun-tahun hingga membentuk keelokan tebing raksasa dengan bentuk eksotis dan artistik. …
Edy Suhartono;Bukit Jaddhih;Positif;Bukit kapur yg menjadi lokasi tambang di salah satu sudut kota Bangkalan ini telah menjadi salah satu obyek wisata dadakan. Dulu banyak spot spot bagus yg bisa dijadikan back ground foto,saat ini spot spot foto tersebut akhirnya banyak yg hilang akibat efek pertambangan batu kapur.
yulita anggrainy;Bukit Jaddhih;Positif;"Tempatnya asyik buat yg suka foto"" ato selfie. Pemandangan bagus. Harga tiket masuknya tidak memberatkan alias murah.  Hehehe.. Cm agak panas, jd jgn lupa bawa payung ato topi ya.?????? …"
Ddaun Trans Bromotours;Bukit Jaddhih;Positif;Penambangan batu kapur yang masih aktif dan landscape yang indah
Ikhsan Rosyid;Bukit Jaddhih;Positif;panorama alam yang instagramable,cocok kalau datang pas pagi atau sore saat cerah,kalau hujan becek.masuk dari jalan raya lumayan sekitar 2-3km, portal karcil ada 3/4 kali
mulyadi wonorejo3/73;Bukit Jaddhih;Positif;kl siang panas tempatnya
Hamid Wijaya;Bukit Jaddhih;Positif;Berpetualang di alam raya bukanlah perjalanan biasa bagi manusia, bila dianoligikan ke dalam perjalanan hidup seseorang, sebuah petualangan akan memberikan pesan nyata, baik itu tentang perjuangan, pengorbanan atau tentang hakikat manusia …
Ari Wibowo;Bukit Jaddhih;Positif;"pertama kesini kesan pertama : Keren!!
bagi yang suka berfoto ria / swafoto, karena memang instagrammable …"
Riha Rahma Mufida;Bukit Jaddhih;Positif;Salah satu tempat wisata bukit kapur yang penggaliannya masih aktif di kabupaten Bangkalan khususnya di daerah Jaddih. Tempat wisata ini masih terus berbenah dalam pembangunannya. Terdapat kolam renang untuk anak-anak dan area danau dengan beberapa perahu kayu untuk sekedar mengelilinginya.
Novita Amalia;Bukit Jaddhih;Negatif;Tidak seperti di instagram, air yang seharusnya beewarna hijau tosca jd berwarna hijau lumut, jalan menuju masuknya bergelombang, info dr sekitar hati2 yang membawa motor kalau sore bny begal
Supy Supy;Bukit Jaddhih;Positif;Pemandangan lumayan bagus
Via Andri;Bukit Jaddhih;Positif;Panas tp anginnya silir2
Fahri H;Bukit Jaddhih;Positif;Wisata yg cukup bagus dari bukit kapur
okems selow;Bukit Jaddhih;Negatif;Bekas tambang.. entah masih ada penambangan atau tidak tp msh terdapat 3 alat berat di sana.. siapin masker aja.. berdebu sangat.. klo musim panas yaa mnding paket topi n tangan panjang klo mao poto-poto.. airnya di sana juga rasanya kurang,, mending beli air botol kalo jajan di warung jangan beli es.. udah itu aja..
iin Ratnasari;Bukit Jaddhih;Positif;"Kalo pertama kali kesini jika menggunakan maps harus benar"" Teliti,,, karena kurang akurat. Tempatnya masuk ke perkampungan gitu, akses jalan dari pintu masuk madura ke lokasi masih bagus, hanya waktu masuk ke buktinya saja yang rusak karena tanah kapur..."
Endah Nora Susanti;Bukit Jaddhih;Positif;"Hemh..  Sebenarnya utk foto bagus..  Hanya saja banyak ""tagihan"". Uang parkir 20.000 Uang Masuk 20.000 nti pindah spot..  Dimintain lagi.. Jadi nggak jelas mana yang benar dan mana yang tidak"
Ali Nugroho;Bukit Jaddhih;Positif;Tempat buatan tangan manusia hasil sisa dari tambang batu putih yang suatu saat akan habis di keruk.
Kiki Amul Fatah;Bukit Jaddhih;Positif;Tempat Liburan yg lumayan apik di Madura. Dekat dg Surabaya
Mayang;Bukit Jaddhih;Negatif;danaunya warna coklat :(
Abdurrohman Faris;Bukit Jaddhih;Positif;"Good bagus apik mantap....
Tpi sayang pas ke sana danau nya hbis air nya, ntah sp yg minum... Msuk cmn bayar parkir... …"
Indra Dewa;Bukit Jaddhih;Positif;saran saya jangan bawa motor sendiri kesini, kalo ada mobil mending bawa mobil. aksesnya rawan begal. udah banyak kejadian. tapi spot nya emang bagus dan cocok buat foto foto. bawa payung sama jaket, panassss coy, bisa belang lama lama disana
solikin adel;Bukit Jaddhih;Negatif;"Terbengkalai dan di kelola warga sekitar
1.byr 10 RB iuran warga
2. Byr masuk area 20 …"
Wazirotus Sakinah;Bukit Jaddhih;Positif;Seperti menemukan hidden treasure. Datang di waktu sunset, padahal banyak yang bilang tutup jam 5 sore, tapi karena udah hampir nyampe kami lanjut aja, ternyata masih buka kok dan pemandangan sunset disana juga keren
Marcell Randy;Bukit Jaddhih;Negatif;spot foto2nya banyak sih, tiket masuknya jg ga mahal2 banget, cuma panasnya itu yg ga nahan wkwk. recomen kesini waktu hari biasa aja, jangan waktu hari libur apalagi long weekend karna bakalan tambah panas wkwk
HARMIAH Amir;Bukit Jaddhih;Positif;Wisata yg menyenangkan, batu kapur yg di sulap oleh tangan2 trampil?????? …
Darmono Darmono;Bukit Jaddhih;Positif;Tempat buat selfi bagus
Agus Ridwan Zani;Bukit Jaddhih;Positif;Untuk tempat panorama dan akses cukup bagus, hanya sayang kurang terkelola dgn baik, alat fasilitas keamanan dan keselamatan utk pengunjung masih kurang. Semoga ke depan akan lebih baik, dikelola dgn profesional yg juga mengutamakan keselamatan pengunjung. Trimksh.
elly erawati;Bukit Jaddhih;Positif;Wisata baru di pulau madura, tepatnya di Kabupaten Bangkalan... Merupakan tempat penambangan batu kapur yang terlihat eksotis, terdapat cekungan yang terisi air sehingga membentuk danau berwarna hijau... Tempat wisata yang murmer, hanya …
halimah Hasan;Bukit Jaddhih;Positif;Tempat bagus. Tapi panaaasss
Rizal Tosya OK;Bukit Jaddhih;Positif;Tempat destinasi pariwisata yang belum dkelola secata profesional
Eko Marsudi Santosa;Bukit Jaddhih;Positif;Tempatnya bagus bgt
EkoWawan Channel;Bukit Jaddhih;Positif;wisata alam yang masih alami. pemandangan gunung kapur yang eksotik akan memanjakan mata anda. naik lagi ke puncak maka akan telihat hamparan bukit teletubbis. hijauuu... serasa menyentuh awan
Sintya Megaloka;Bukit Jaddhih;Negatif;Enak, nyaman, cuman hati2 aja klo ada yg narik htm lg setelah di lewat pos pembayaran pertama. Kemaren aku kena pungli, buat htm doang habis 50rb
Alifah Farhana;Bukit Jaddhih;Positif;Tempatnya bagus banget, rasanya gak kayak di madura. Ini bukitnya kapur jadi warna putih gitu, danaunya hijauu bagus ada sampannya juga sekedar buat naik dan foto aja soalnya danaunya kecil. Ada goa, pemandian airpanas juga ada. Enak dateng pas hari efektif pas ga holiday, jadi sepi dan bisa lebih menikmati pemandangannya
marta sandhi aji;Bukit Jaddhih;Positif;+) di sini Anda akan menjumpai bekas tambang batu kapur yg dijadikan sebagai tempat wisata berupa goa, kolam, dll. bagus untuk sekedar nyari tempat wisata alam yg beda dr yg lain untuk mengisi hari libur Anda …
antyka;Bukit Jaddhih;Positif;Bagus..... Dan menyenangkan
Sri Yayu Ninglasari;Bukit Jaddhih;Positif;Very recommended place to be visited. Tempatnya sangat bagus untuk foto-foto hanya saja cuacanya sangat panas dan terik sehingga sangat disarankan untuk membawa kacamata hitam. Tempat parkirnya pun sangat luas. Terdapat penjual minuman juga untuk menghilangkan dahaga saat panas terik. Setiap spot di Jaddih Hill ini sangat indah.
Kholilulloh Nurkhasanah Wulandari;Bukit Jaddhih;Negatif;Area tambang batu kapur yang masih aktif dan masih banyak truk-truk yang lalu lalang sehingga pengunjung harus ekstra hati-hati saat mengendarai kendaraan terutama saat naik ke bagian atas bukit. Disarankan membawa masker dan topi karena banyak debu kapur berterbangan
Cak BUR;Bukit Jaddhih;Negatif;"sangat tidak recomended, punglinya terlalu banyak, tempat banyak sampah tidak terawat
mohon maaf harus jujur, kasian yg jauh2 datang malah kecewa"
Ario Nugroho;Bukit Jaddhih;Positif;Cantik ni bukit jadi walaupun belum jadi
Pangsit mama opal;Bukit Jaddhih;Positif;Pemandangan bukit kapur yang Indah sekali.. Buat tempat foto-foto juga Bagus.. Pemandangan yang terasa alami.. Jarak tempuh dari Surabaya juga tidak jauh.. Kalo lagi berlibur disana harap bawa payung atau apalah soalnya panas... Semoga …
James Sugiyanto;Bukit Jaddhih;Positif;Tempatnya lumayan panas, tapi bisa cepat teratasi jika mampir di kolam renang yg ada di area Bukit Jadih..murah tiketnya...pemandangan lumayan bagus, perlu penataan lagi...hati2 truk pengangkut batu kapur, waktu kesana..masih ada yg …
juni irwanto;Bukit Jaddhih;Positif;Medannya off-road dikit tp alhamdulilah Grandmax bisa diajak kompromi , tempatnya panas sekali maklum bukit kapur , seperti di tanah suci????kalau mau ke tanah suci alangkah baiknya coba disini dulu siapa tahu bisa dilanjutkan ke Mekah …
P. Rahayu;Bukit Jaddhih;Positif;Tempatnya sebetulnya bagus, tapi sayang banyak pungutan, dri awal masuk karcis (dihitung perorang) kalau mau poto di spot yg bagus bayar lagi
Endra Wahyu Tri Wibowo;Bukit Jaddhih;Positif;"Tidak disarankan apabila googlemap mengambil titik ini, pindahkan titik point ke LAKE BLUE HILL JADDIH atau PEMANDIAN KOLAM RENANG GUA PUTE.
Di titik ini akses jalan sangat sulit dilalui mobil dan banyak orang (memaksa seperti preman) menarik biaya 5rb-30rb dibeberapa titik jalan.. -_-"
Fa Bian279;Bukit Jaddhih;Positif;Bukit Jaddih Madura lengkapnya lebih banyak dikenal dengan Bukit Kapur Jaddih, namun sebagian besar orang lebih suka menyebutnya Bukit Jaddih saja. Bukit ini sebenarnya adalah sebuah penambangan batu kapur putih, dan bukan sebagai tujuan …
Nauris Rofaudin;Bukit Jaddhih;Positif;tempat ini sudah dan dalam banyak perbaikan, gak pas kalo kesini siang2 karena panas, tp kalo beruntung kaya saya banyak sepoi2 angin bagus tempate sebener e cuma pengelolaan yang kurang yes
Roro Susanti;Bukit Jaddhih;Positif;Wow.....keren....saya sukaaa...banyak tempat yang bisa di jadikan spot foto. Serasa berada di italia. Keren, nature, dan terjangkau. Mungkin mohon lebih menimbnag aspek keamanan ya, karena berdampingan dengan area tambnag gamping. Sebelum …
Andi Sariyanti;Bukit Jaddhih;Positif;Bagus..  Tapi panasnya poll
Nand Joenz;Bukit Jaddhih;Positif;"Semua tmpt parkir bayarnya maksimal..
Kirain di awal byr jaddih hill sbsr 20rb sdh tmasuk smua daerah skitar.. krn tulisannya goa pote jg.. eh tyta cm parkir dan numpang liat dr atas.. byr jg...
Busetttt"
Miftah Kafabi;Bukit Jaddhih;Positif;Wisatanya keren, spotnya bagus ?? tapi penjaganya kurang... Tour guidenya gak ada.. Aksesnya masih blm lancar karena terhalang jalan dan gantian sama truk pengangkut kapurnya ... Tapi salut sama viewnya …
Jin Tomang Uni;Bukit Jaddhih;Positif;sungguh ini tempat bagus sekali untuk berfoto, tapi sarana dan prasarana perlu diperbaiki dan ditambah, contohnya plang jalan masuk masih seadanya, kemudian jalan masuknya tidak meyakinkan.
rey dhaa;Bukit Jaddhih;Positif;"Tempat wisata yang kekinian
Lokasi :
1. Tempatnya masuk ke perdesaan ( penduduk sekitar ramah dan menunjukkan arah …"
luqman rizkyanto;Bukit Jaddhih;Positif;Sebenarnya bagus tp untuk kendaraan besar dan mobil katanya ada yg menarget(preman) yg ada d kawasan sekitar srbaikknya patkir di dalam.. untuk lokasi sepi dan jarang ada pengunjung.. dilengkapi fasilotas toilet kmar mandi prahu namun …
Zhela Aspriela (Zh/A);Bukit Jaddhih;Negatif;Disini panas. Banget. Kurang bisa disarankan soalnya masih banyak premannya mintain uang masuk. Ada kalau habis 50000 disini cuma untuk masuk di tempat pertama, kemudian bayar parkir, jalan ke mana dikit bayar lagi bayar lagi. Kurang …
Pudiono Pudiono;Bukit Jaddhih;Positif;Saya sudah 2X berkunjung ke tempat ini sangat bagus yang dulu sudah lama danao ada air dikit cukup bagus yang baru danau kering tidak ada air nya tapi ya masih cukup bagus teman sebetul nya di negeri kita ini gak kalah lo dengan luar negeri …
Hery _el;Bukit Jaddhih;Positif;Spot yg luar biasa,hanya tidak ada fasilitas yg memadai dan factor safetynya kurang.kemudian loket karcisnya ngak jelas....semacam pemalakan
Nurhayati Djuhri;Bukit Jaddhih;Positif;Menyenangkan... lokasi danau bagus untuk spot foto, kolam renang ekonomis untuk anak2, saya pribadi menyarankan untuk yg berniat ke lokasi tersebut dengan kendaraan sepeda motor agar memilih rute aman via kota bangkalan - Jl. Soekarno Hatta …
mucho karmuko;Bukit Jaddhih;Positif;untuk tempatnya sendiri sangat menarik, jarang tempat wisata yang menyuguhkan pemandangan dan experience seperti jaddih hill di madura ini, saya suka sekali dengan lorong lorong bekas penambangan bata putih, langit langit nya sungguh artistik, wajib bawa sunblock kalo musim kemarau.
Devi;Bukit Jaddhih;Negatif;Hanya bukit kapur saja yg dpt dinikmati, telaganya saat saya berkunjung sdg surut krn musim kemarau, cuma yg paling mengganggu adalah terlalu byk pungli dimana2, setiap mau menuju suatu area selalu ada saja org yg meminta uang, per org …
Elis safitri;Bukit Jaddhih;Negatif;halo, review buat kunjungan bukit jaddih, sebenarnya asik sih kalau buat liburan atau sekedar refreshing ya, namun pengelolaan di bukit jaddih ini masih harus ditingkatkan lagi, karena bayar tiket masuknya tiap titik ?????? …
Vera Cahya;Bukit Jaddhih;Positif;Keren lumayan panas hehee
Agung Tri Budiarto;Bukit Jaddhih;Negatif;Dikolam gak ada airnya, masih dalam pengembangan yg masih jauh dari kata selesai, bagi pengendara motor hati2 karena jalan tidak rata jadi mudah tergelincir.
Chikita Zulaicha;Bukit Jaddhih;Negatif;Mending mikir lagi deh kalo mau kesini, beneran banyak punglinya, baru masuk bis udah dimintain duit pas salah belok aja udah dimintain lagi, giliran sampe di depan danaunya dimintain lagi sampe ditungguin padahal posisi kita rombongan yang …
Ponco Aw;Bukit Jaddhih;Negatif;Masih perlu dikembangkan lagi
Haryadi Adde;Bukit Jaddhih;Negatif;Jalannya masih Rusak,. Maklum masih ada proses penambangan
Ary Tirta;Bukit Jaddhih;Positif;Panas... Tapi keren viewnya
Khaerani Mukhtar;Bukit Jaddhih;Negatif;Sbtlnya ini tempat pegunungan kapur yg sdh terkikis. Tp lumayan juga jadi objek untuk foto2.. jgn dtg siang. Lbh baik pagi. Krn madura daerah yg panas. Syg sekali jika tmpt ini tdk dimanfaatkan smua spotnya
Muhammad Fahrul Rozi;Bukit Jaddhih;Positif;Tempatnya bagus banget pemandangannya, tapi ada salah satu orang yg menekan banget untuk membayar perorangan yang biayanya 1 orang 5 ribu
hendrik kopet;Bukit Jaddhih;Positif;Rekomended banget buat foto prewed
Triadi JJ;Bukit Jaddhih;Positif;Bekas galian batu putih yg disulap menjadi tempat wisata..indah....Kalau kesana jangan lupa bawa payung krn panasnya minta ampun. Kpd pengelola, akan lbh baik jika parkirnya di koordinir dg lbh baik lg shg tdk terlalu banyak biaya parkir......
Bagus Fadhilah;Bukit Jaddhih;Positif;tempatnya bagus dan instagrammable, cocok untuk study tour maupun rekreasi bersama keluarga dan teman-teman, masuknya gratis, tersedia banyak spot parkir mobil motor maupun bus, menurut saya lebih baik dan enak jika ke bukit jaddih jam 3-4an sore dikarenakan sudah tidak terlalu panas.
